"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상"
"서울특별시 은평구 불광제1동(1138052000)","37,439","37,439","1,835","2,386","4,649","5,219","5,316","6,429","6,006","3,463","1,904","228","4"
"서울특별시 은평구 불광제2동(1138053000)","26,738","26,738","784","1,462","3,830","3,785","3,351","4,641","4,583","2,782","1,380","136","4"
"서울특별시 은평구 갈현제1동(1138055100)","14,482","14,482","474","943","2,100","2,047","1,969","2,510","2,356","1,371","630","80","2"
"서울특별시 은평구 갈현제2동(1138055200)","27,441","27,441","1,108","2,183","3,890","3,572","4,067","4,879","4,091","2,407","1,134","110","0"
"서울특별시 은평구 구산동(1138056000)","31,453","31,453","1,334","2,483","4,239","3,791","4,537","5,647","5,079","2,833","1,365","141","4"
"서울특별시 은평구 대조동(1138057000)","27,369","27,369","918","1,430","5,094","4,900","3,556","4,100","3,698","2,348","1,207","113","5"
"서울특별시 은평구 응암제1동(1138058000)","32,658","32,658","2,230","2,638","4,196","5,232","5,464","5,059","4,097","2,421","1,193","125","3"
"서울특별시 은평구 응암제2동(1138059000)","27,344","27,344","2,727","2,596","2,478","4,191","5,552","3,918","3,123","1,790","857","108","4"
"서울특별시 은평구 응암제3동(1138060000)","23,444","23,444","743","1,232","3,286","3,256","3,037","3,865","3,917","2,495","1,440","169","4"
"서울특별시 은평구 역촌동(1138062500)","43,804","43,804","1,824","3,051","5,869","5,978","6,684","7,552","6,719","4,019","1,911","191","6"
"서울특별시 은평구 신사제1동(1138063100)","26,472","26,472","1,197","1,800","3,593","3,778","3,862","4,441","4,229","2,351","1,095","124","2"
"서울특별시 은평구 신사제2동(1138063200)","18,934","18,934","836","1,353","2,452","2,597","2,705","3,224","3,162","1,696","798","106","5"
"서울특별시 은평구 증산동(1138064000)","18,258","18,258","1,076","1,328","2,361","2,634","2,572","3,090","2,829","1,549","740","76","3"
"서울특별시 은평구 수색동(1138065000)","20,441","20,441","1,747","1,463","2,558","3,588","2,992","3,557","2,605","1,229","614","87","1"
"서울특별시 은평구 진관동(1138069000)","54,382","54,382","3,327","7,090","6,707","6,108","9,197","9,114","6,925","3,807","1,843","257","7"
"서울특별시 서대문구 (1141000000)","306,231","306,231","17,523","22,123","48,432","44,907","44,253","48,893","41,361","23,676","13,291","1,710","62"
"서울특별시 서대문구 천연동(1141052000)","16,586","16,586","1,008","1,266","1,938","2,305","2,403","2,920","2,423","1,344","861","116","2"
"서울특별시 서대문구 북아현동(1141055500)","15,441","15,441","1,290","958","1,940","2,791","2,529","2,483","1,893","953","533","70","1"
"서울특별시 서대문구 충현동(1141056500)","19,682","19,682","1,046","1,262","3,001","3,351","2,798","3,163","2,735","1,406","776","137","7"
"서울특별시 서대문구 신촌동(1141058500)","20,240","20,240","466","879","8,513","3,666","1,860","1,901","1,420","881","575","76","3"
"서울특별시 서대문구 연희동(1141061500)","33,990","33,990","1,305","2,028","7,593","5,376","4,426","4,931","4,072","2,528","1,497","226","8"
"서울특별시 서대문구 홍제제1동(1141062000)","24,702","24,702","1,451","1,757","3,097","3,606","3,586","4,205","3,681","2,037","1,149","129","4"
"서울특별시 서대문구 홍제제3동(1141064000)","17,690","17,690","1,001","1,104","2,233","2,432","2,314","3,093","2,727","1,667","1,013","103","3"
"서울특별시 서대문구 홍제제2동(1141065500)","13,183","13,183","651","873","1,558","1,871","1,677","2,413","2,201","1,199","656","79","5"
"서울특별시 서대문구 홍은제1동(1141066000)","22,176","22,176","1,249","1,505","2,646","2,971","3,150","3,933","3,539","1,924","1,111","143","5"
"서울특별시 서대문구 홍은제2동(1141068500)","28,524","28,524","1,474","2,193","4,141","3,985","4,040","4,808","4,189","2,250","1,264","172","8"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,694","16,694","1,952","1,857","1,558","2,235","3,430","2,363","1,757","943","530","69","0"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,081","29,081","2,307","2,375","4,078","4,083","4,724","4,486","3,485","2,235","1,164","137","7"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,568","17,568","1,146","1,921","1,863","2,115","2,991","3,004","2,367","1,372","705","80","4"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,674","30,674","1,177","2,145","4,273","4,120","4,325","5,190","4,872","2,937","1,457","173","5"
"서울특별시 마포구 (1144000000)","363,697","363,697","20,628","26,475","58,900","63,807","56,934","56,034","42,357","23,727","12,991","1,794","50"
"서울특별시 마포구 아현동(1144055500)","28,782","28,782","2,932","2,025","3,247","5,750","5,047","4,240","3,212","1,401","807","117","4"
"서울특별시 마포구 공덕동(1144056500)","36,481","36,481","1,900","2,101","5,753","6,500","4,985","6,146","4,927","2,540","1,444","181","4"
"서울특별시 마포구 도화동(1144058500)","20,640","20,640","1,295","1,428","2,595","3,561","2,898","3,313","2,942","1,525","931","148","4"
"서울특별시 마포구 용강동(1144059000)","21,246","21,246","1,867","2,169","2,005","3,396","4,267","3,169","2,283","1,241","717","130","2"
"서울특별시 마포구 대흥동(1144060000)","14,411","14,411","569","843","3,617","2,494","1,957","2,056","1,502","795","505","68","5"
"서울특별시 마포구 염리동(1144061000)","16,841","16,841","1,267","1,704","2,405","2,716","3,102","2,556","1,644","874","517","56","0"
"서울특별시 마포구 신수동(1144063000)","22,092","22,092","1,458","1,774","3,311","3,362","3,492","3,780","2,605","1,417","791","97","5"
"서울특별시 마포구 서강동(1144065500)","24,572","24,572","1,594","1,669","4,709","4,056","3,788","3,727","2,719","1,411","785","112","2"
"서울특별시 마포구 서교동(1144066000)","24,061","24,061","661","976","5,916","5,371","3,408","3,109","2,223","1,458","796","143","0"
"서울특별시 마포구 합정동(1144068000)","16,338","16,338","648","711","3,016","3,581","2,448","2,210","1,918","1,115","596","92","3"
"서울특별시 마포구 망원제1동(1144069000)","19,159","19,159","779","1,053","3,093","3,612","2,940","2,890","2,416","1,527","760","89","0"
"서울특별시 마포구 망원제2동(1144070000)","17,922","17,922","822","1,393","2,552","2,869","2,846","2,917","2,282","1,440","721","77","3"
"서울특별시 마포구 연남동(1144071000)","14,227","14,227","457","679","2,883","2,928","2,111","1,938","1,617","960","568","80","6"
"서울특별시 마포구 성산제1동(1144072000)","18,566","18,566","709","1,258","3,016","3,280","2,967","2,966","2,280","1,334","691","62","3"
"서울특별시 마포구 성산제2동(1144073000)","38,698","38,698","1,809","2,945","6,552","6,801","5,593","5,969","4,524","2,842","1,448","208","7"
"서울특별시 마포구 상암동(1144074000)","29,661","29,661","1,861","3,747","4,230","3,530","5,085","5,048","3,263","1,847","914","134","2"
"서울특별시 양천구 (1147000000)","436,028","436,028","25,379","47,734","52,524","53,072","72,533","74,823","62,641","32,411","12,885","1,961","65"
"서울특별시 양천구 목1동(1147051000)","30,273","30,273","2,400","5,065","2,982","2,753","6,474","5,154","3,215","1,536","606","85","3"
"서울특별시 양천구 목2동(1147052000)","28,872","28,872","1,305","2,246","4,315","5,114","4,259","4,703","4,163","1,900","753","111","3"
"서울특별시 양천구 목3동(1147053000)","21,224","21,224","1,098","1,283","3,093","3,787","2,999","3,371","3,262","1,570","650","108","3"
"서울특별시 양천구 목4동(1147054000)","24,458","24,458","976","3,008","3,733","2,698","3,874","4,894","2,962","1,586","636","90","1"
"서울특별시 양천구 목5동(1147055000)","40,705","40,705","2,944","7,269","3,951","3,449","8,540","6,787","4,670","2,162","741","188","4"
"서울특별시 양천구 신월1동(1147056000)","19,432","19,432","694","1,147","2,261","2,478","2,693","3,487","3,786","2,044","742","96","4"
"서울특별시 양천구 신월2동(1147057000)","20,773","20,773","1,240","1,751","2,437","2,722","3,267","3,236","3,412","1,941","667","97","3"
"서울특별시 양천구 신월3동(1147058000)","14,286","14,286","641","924","1,693","1,862","1,913","2,543","2,646","1,404","609","50","1"
"서울특별시 양천구 신월4동(1147059000)","17,444","17,444","1,109","1,541","1,940","2,048","2,818","2,796","2,876","1,589","630","90","7"
"서울특별시 양천구 신월5동(1147060000)","13,987","13,987","694","1,129","1,819","1,910","2,083","2,342","2,309","1,156","484","58","3"
"서울특별시 양천구 신월6동(1147061000)","13,872","13,872","1,392","1,258","1,421","2,211","2,370","2,064","1,888","904","323","36","5"
"서울특별시 양천구 신월7동(1147061100)","18,664","18,664","782","1,074","2,132","2,516","2,437","3,230","3,529","1,937","906","120","1"
"서울특별시 양천구 신정1동(1147062000)","19,717","19,717","1,496","2,917","2,060","1,766","3,862","3,368","2,387","1,247","509","102","3"
"서울특별시 양천구 신정2동(1147063000)","18,774","18,774","994","2,956","2,123","1,563","3,467","3,404","2,451","1,211","510","91","4"
"서울특별시 양천구 신정3동(1147064000)","49,561","49,561","3,132","5,324","6,004","5,998","7,801","8,985","6,945","3,657","1,476","231","8"
"서울특별시 양천구 신정4동(1147065000)","31,752","31,752","1,145","2,018","4,964","4,815","4,575","5,235","4,846","2,922","1,106","124","2"
"서울특별시 양천구 신정6동(1147067000)","23,961","23,961","1,741","3,560","2,632","2,450","4,474","4,246","2,959","1,331","465","100","3"
"서울특별시 양천구 신정7동(1147068000)","28,273","28,273","1,596","3,264","2,964","2,932","4,627","4,978","4,335","2,314","1,072","184","7"
"서울특별시 강서구 (1150000000)","563,058","563,058","31,189","41,817","79,178","96,654","86,420","83,179","80,358","43,606","17,853","2,722","82"
"서울특별시 강서구 염창동(1150051000)","41,359","41,359","3,436","4,362","5,338","7,265","7,315","6,162","4,532","2,046","797","105","1"
"서울특별시 강서구 등촌제1동(1150052000)","24,934","24,934","1,243","1,135","4,731","6,644","3,455","3,073","2,502","1,245","726","170","10"
"서울특별시 강서구 등촌제2동(1150053000)","19,350","19,350","975","1,401","2,713","3,304","2,783","3,004","2,969","1,554","558","88","1"
"서울특별시 강서구 등촌제3동(1150053500)","29,407","29,407","1,413","1,639","3,239","4,586","3,614","4,479","5,614","2,952","1,548","316","7"
"서울특별시 강서구 화곡제1동(1150054000)","50,774","50,774","1,994","2,180","8,922","10,264","7,289","7,175","7,169","4,122","1,462","191","6"
"서울특별시 강서구 화곡제2동(1150055000)","17,053","17,053","818","1,274","2,333","2,602","2,760","2,780","2,505","1,412","513","55","1"
"서울특별시 강서구 화곡제3동(1150056000)","21,108","21,108","987","1,576","2,983","3,101","3,065","3,166","3,415","1,981","727","104","3"
"서울특별시 강서구 화곡제4동(1150057000)","19,721","19,721","827","1,214","2,499","2,934","3,043","3,275","3,231","1,866","734","98","0"
"서울특별시 강서구 화곡본동(1150059000)","32,953","32,953","1,420","2,182","5,542","6,102","5,100","4,798","4,460","2,354","873","114","8"
"서울특별시 강서구 화곡제6동(1150059100)","25,951","25,951","1,380","1,439","4,347","5,097","3,577","3,700","3,745","1,868","693","102","3"
"서울특별시 강서구 화곡제8동(1150059300)","23,490","23,490","918","1,432","3,543","3,810","3,576","3,587","3,560","2,172","812","76","4"
"서울특별시 강서구 가양제1동(1150060300)","33,873","33,873","1,350","1,673","7,783","8,937","4,443","4,089","3,612","1,324","576","80","6"
"서울특별시 강서구 가양제2동(1150060400)","13,458","13,458","429","386","1,307","2,212","1,361","1,635","3,198","1,885","895","148","2"
"서울특별시 강서구 가양제3동(1150060500)","14,116","14,116","622","404","1,246","2,927","1,777","1,887","2,659","1,720","770","103","1"
"서울특별시 강서구 발산제1동(1150061100)","35,653","35,653","2,317","4,881","4,265","3,772","6,453","6,052","4,364","2,400","979","164","6"
"서울특별시 강서구 우장산동(1150061500)","43,708","43,708","3,123","5,425","5,209","5,251","8,190","7,108","5,276","3,005","988","128","5"
"서울특별시 강서구 공항동(1150062000)","29,461","29,461","2,816","2,259","3,661","4,862","5,197","4,103","3,720","1,899","809","133","2"
"서울특별시 강서구 방화제1동(1150063000)","41,999","41,999","3,093","4,311","4,506","5,857","7,170","6,403","6,101","3,144","1,223","185","6"
"서울특별시 강서구 방화제2동(1150064000)","22,698","22,698","993","1,259","3,045","3,763","3,025","3,432","3,805","2,198","1,020","154","4"
"서울특별시 강서구 방화제3동(1150064100)","21,992","21,992","1,035","1,385","1,966","3,364","3,227","3,271","3,921","2,459","1,150","208","6"
"서울특별시 구로구 (1153000000)","392,405","392,405","22,434","28,218","50,871","61,099","58,402","61,922","58,661","34,557","14,483","1,709","49"
"서울특별시 구로구 신도림동(1153051000)","35,998","35,998","2,984","3,581","4,179","5,852","6,493","5,390","4,226","2,310","871","109","3"
"서울특별시 구로구 구로제1동(1153052000)","20,510","20,510","1,560","1,907","2,416","3,559","3,529","3,001","2,820","1,207","436","73","2"
"서울특별시 구로구 구로제2동(1153053000)","22,439","22,439","614","1,172","2,840","2,679","2,760","4,236","4,171","2,604","1,237","123","3"
"서울특별시 구로구 구로제3동(1153054000)","23,294","23,294","957","1,320","4,389","4,627","3,708","3,167","2,652","1,677","718","78","1"
"서울특별시 구로구 구로제4동(1153055000)","18,653","18,653","595","886","2,503","2,745","2,354","3,125","3,145","2,143","1,066","90","1"
"서울특별시 구로구 구로제5동(1153056000)","29,121","29,121","1,507","1,416","4,897","5,639","3,925","4,389","3,970","2,284","976","117","1"
"서울특별시 구로구 가리봉동(1153059500)","8,766","8,766","175","226","1,621","1,434","892","1,570","1,580","852","367","48","1"
"서울특별시 구로구 고척제1동(1153072000)","26,384","26,384","1,675","1,831","3,323","5,114","3,611","4,037","3,737","2,122","815","115","4"
"서울특별시 구로구 고척제2동(1153073000)","25,803","25,803","1,263","2,044","3,098","3,021","3,640","4,714","4,218","2,514","1,170","116","5"
"서울특별시 구로구 개봉제1동(1153074000)","33,131","33,131","1,952","2,178","3,962","5,013","4,571","5,488","5,412","3,121","1,273","151","10"
"서울특별시 구로구 개봉제2동(1153075000)","29,730","29,730","1,639","2,041","3,252","3,934","4,385","4,748","5,140","3,236","1,210","143","2"
"서울특별시 구로구 개봉제3동(1153076000)","19,577","19,577","873","1,280","2,171","2,444","2,877","3,412","3,549","2,069","812","88","2"
"서울특별시 구로구 오류제1동(1153077000)","22,656","22,656","965","1,087","4,047","4,581","2,989","3,050","3,071","1,876","888","98","4"
"서울특별시 구로구 오류제2동(1153078000)","37,288","37,288","2,113","3,933","4,179","4,526","5,968","5,976","5,362","3,518","1,494","215","4"
"서울특별시 구로구 수궁동(1153079000)","22,720","22,720","1,121","1,818","2,617","2,916","3,391","3,789","3,898","2,179","881","107","3"
"서울특별시 구로구 항동(1153080000)","16,335","16,335","2,441","1,498","1,377","3,015","3,309","1,830","1,710","845","269","38","3"
"서울특별시 금천구 (1154500000)","227,481","227,481","9,884","12,927","34,974","37,954","29,544","37,514","36,325","19,085","8,269","973","32"
"서울특별시 금천구 가산동(1154551000)","24,695","24,695","575","612","6,981","6,583","2,808","2,733","2,599","1,274","481","47","2"
"서울특별시 금천구 독산제1동(1154561000)","46,337","46,337","2,915","2,383","8,105","10,258","6,643","6,379","5,534","2,775","1,204","137","4"
"서울특별시 금천구 독산제2동(1154562000)","17,816","17,816","694","1,003","2,351","2,522","2,191","3,373","3,322","1,647","639","70","4"
"서울특별시 금천구 독산제3동(1154563000)","23,593","23,593","768","1,072","3,619","3,709","2,775","4,227","4,302","2,084","907","127","3"
"서울특별시 금천구 독산제4동(1154564000)","14,531","14,531","480","793","1,926","2,015","1,721","2,877","2,724","1,420","510","63","2"
"서울특별시 금천구 시흥제1동(1154567000)","32,120","32,120","1,396","2,019","4,323","4,827","4,375","5,530","5,250","2,901","1,306","186","7"
